0,0
34.745,0.16882
121.22,0.24514
207.66,0.33808
294.11,0.41394
380.59,0.48439
467.04,0.56581
553.52,0.62317
639.99,0.68748
726.45,0.76296
812.9,0.81482
899.59,0.87447
986.27,0.9383
1072.9,0.99308
1159.6,1.0613
1246.3,1.1087
1342.7,1.1723
1429.1,1.2254
